train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.80800003	0.53571427	0.856728	0.71619898	24.14873695	71.8062973	0.29925512	-1.0	-1.0	-1.0	-1.0	46.07961869	124.0	0.0	1.0
0.796	0.2857143	0.896816	0.45631378	56.41001129	268.26464844	-0.03079073	-1.0	-1.0	-1.0	-1.0	104.25464082	400.0	1.0	1.0
0.48800001	0.5	0.882596	0.65114796	162.78329468	273.87835693	0.17628272	-1.0	-1.0	-1.0	-1.0	144.36929226	87.0	2.0	1.0
0.852	0.4642857	0.87494	0.59821429	36.21940994	313.71957397	0.05081009	-1.0	-1.0	-1.0	-1.0	209.78620291	440.0	3.0	1.0
0.708	0.42857143	0.53232	0.57142857	39.68603897	150.88517761	0.24578641	-1.0	-1.0	-1.0	-1.0	249.61427402	64.0	4.0	1.0
0.56800002	0.32142857	0.528096	0.49107143	208.94802856	267.85678101	0.0	-1.0	-1.0	-1.0	-1.0	291.40126967	92.0	5.0	1.0
0.852	0.5714286	0.842188	0.67091837	23.50945282	229.27156067	0.36418151	-1.0	-1.0	-1.0	-1.0	358.56897497	452.0	6.0	1.0
0.82800001	0.32142857	0.6153	0.51753827	43.83687973	432.08920288	-0.00479684	-1.0	-1.0	-1.0	-1.0	426.76690865	479.0	7.0	1.0
0.90836656	0.33333334	0.94936985	0.5	33.87077713	170.61824036	-0.02863774	-1.0	-1.0	-1.0	-1.0	493.48895717	452.0	8.0	1.0
0.93227094	0.48148149	0.94626276	0.62928669	21.19614983	176.46363831	0.0266093	-1.0	-1.0	-1.0	-1.0	564.96685457	500.0	9.0	1.0
