train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.24615385	0.33333334	0.52692308	0.5	239.98139954	312.98565674	0.0	-1.0	-1.0	-1.0	-1.0	28.98986983	36.0	0.0	1.0
0.31538463	0.33333334	0.52955621	0.5	179.43940735	298.19873047	0.0	-1.0	-1.0	-1.0	-1.0	58.09584641	146.0	1.0	1.0
0.44615385	0.46666667	0.58778107	0.65555556	121.33979034	132.49595642	0.24078078	-1.0	-1.0	-1.0	-1.0	89.64278555	204.0	2.0	1.0
0.45384616	0.40000001	0.55428994	0.55	82.79105377	189.57310486	0.0	-1.0	-1.0	-1.0	-1.0	124.2838943	241.0	3.0	1.0
0.22307692	0.40000001	0.52115385	0.55	245.21430969	255.58355713	0.0	-1.0	-1.0	-1.0	-1.0	149.34163904	84.0	4.0	1.0
0.27480915	0.35714287	0.52480916	0.51785714	170.22647095	301.10064697	0.0	-1.0	-1.0	-1.0	-1.0	180.53218436	187.0	5.0	1.0
0.23664123	0.35714287	0.53053435	0.51785714	201.45783997	256.80697632	0.0	-1.0	-1.0	-1.0	-1.0	211.08255911	192.0	6.0	1.0
0.35877863	0.35714287	0.5765544	0.51785714	166.49771118	231.99435425	0.0	-1.0	-1.0	-1.0	-1.0	259.53402996	500.0	7.0	1.0
0.24427481	0.35714287	0.52480916	0.51785714	254.5410614	324.66543579	0.0	-1.0	-1.0	-1.0	-1.0	284.04111838	60.0	8.0	1.0
0.68702292	0.07142857	0.7935872	0.32270408	60.55490875	199.00788879	-0.40889955	-1.0	-1.0	-1.0	-1.0	330.27870297	500.0	9.0	1.0
