6.726694107055664062e+00,8.840420722961425781e+00
4.652021408081054688e+00,9.974703788757324219e+00
5.830215454101562500e+00,1.219007396697998047e+01
6.578203678131103516e+00,8.290831565856933594e+00
5.804599285125732422e+00,1.172484493255615234e+01
2.864909410476684570e+00,9.355958938598632812e+00
7.904382228851318359e+00,1.071419048309326172e+01
6.240218162536621094e+00,8.207733154296875000e+00
5.666533946990966797e+00,8.434277534484863281e+00
4.579963207244873047e+00,8.094249725341796875e+00
6.628660202026367188e+00,1.175960063934326172e+01
6.482117176055908203e+00,8.519476890563964844e+00
5.121262073516845703e+00,7.949366569519042969e+00
4.819991111755371094e+00,1.035336303710937500e+01
4.626816272735595703e+00,9.593309402465820312e+00
6.559733867645263672e+00,8.268347740173339844e+00
6.170414447784423828e+00,1.013611030578613281e+01
5.120857238769531250e+00,9.285942077636718750e+00
4.521076679229736328e+00,1.007069683074951172e+01
5.281661033630371094e+00,8.714924812316894531e+00
5.912591934204101562e+00,8.393528938293457031e+00
5.085301399230957031e+00,7.973262310028076172e+00
4.673587799072265625e+00,1.051128864288330078e+01
3.683018445968627930e+00,1.197950458526611328e+01
6.394285678863525391e+00,1.190788364410400391e+01
4.807308197021484375e+00,9.961513519287109375e+00
4.885458469390869141e+00,1.058639621734619141e+01
6.689940452575683594e+00,8.644486427307128906e+00
5.332004547119140625e+00,7.938512325286865234e+00
5.233022689819335938e+00,8.934152603149414062e+00
6.376239299774169922e+00,1.261543273925781250e+01
6.374739170074462891e+00,1.166876506805419922e+01
6.256814956665039062e+00,8.134274482727050781e+00
7.099929809570312500e+00,9.180541992187500000e+00
7.064313888549804688e+00,8.642101287841796875e+00
5.903016090393066406e+00,1.012739372253417969e+01
6.335645198822021484e+00,1.202040767669677734e+01
7.717652320861816406e+00,1.016838741302490234e+01
6.425532341003417969e+00,1.287806987762451172e+01
7.028605461120605469e+00,1.279996681213378906e+01
7.807546615600585938e+00,1.029361152648925781e+01
7.605238914489746094e+00,9.893878936767578125e+00
6.222850799560546875e+00,1.302069091796875000e+01
7.172650814056396484e+00,1.107791137695312500e+01
6.741951942443847656e+00,1.248809719085693359e+01
5.436185836791992188e+00,1.326501274108886719e+01
6.391849040985107422e+00,1.313869571685791016e+01
6.215931415557861328e+00,1.275289249420166016e+01
6.039599418640136719e+00,1.321315288543701172e+01
5.145248413085937500e+00,1.289812850952148438e+01
5.910237312316894531e+00,1.279556751251220703e+01
6.263723850250244141e+00,1.304436302185058594e+01
5.911214351654052734e+00,1.303474140167236328e+01
5.666716575622558594e+00,1.317745876312255859e+01
6.063758850097656250e+00,1.303703880310058594e+01
5.850031852722167969e+00,1.284564495086669922e+01
5.424102783203125000e+00,1.326182174682617188e+01
5.344651222229003906e+00,1.298131561279296875e+01
5.935004711151123047e+00,1.296211051940917969e+01
5.083465099334716797e+00,1.300371646881103516e+01
5.589013099670410156e+00,1.314397811889648438e+01
4.829074382781982422e+00,1.168641948699951172e+01
4.687370777130126953e+00,1.040525722503662109e+01
4.826426029205322266e+00,1.274516773223876953e+01
5.076303958892822266e+00,1.304026031494140625e+01
5.322479724884033203e+00,1.328757476806640625e+01
4.786605834960937500e+00,1.306859207153320312e+01
5.236347675323486328e+00,1.284558773040771484e+01
5.341206550598144531e+00,1.293383121490478516e+01
5.785415172576904297e+00,1.310448169708251953e+01
5.081943988800048828e+00,1.291235733032226562e+01
5.041007995605468750e+00,1.316371536254882812e+01
5.142190933227539062e+00,1.321003055572509766e+01
5.005974292755126953e+00,1.274865722656250000e+01
4.416305065155029297e+00,1.255373287200927734e+01
5.722238063812255859e+00,1.270775127410888672e+01
6.178469657897949219e+00,1.306388473510742188e+01
3.937455892562866211e+00,1.251533412933349609e+01
4.767368793487548828e+00,1.050516319274902344e+01
5.228600978851318359e+00,1.276406574249267578e+01
4.823480129241943359e+00,1.032687187194824219e+01
